syb_syringe_empty_desc,Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,Seringue médicale vide. Peut être utilisé pour l'injection de médicaments.,Пустой медицинский шприц. Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,Seringue médicale vide. Peut être utilisé pour l'injection de médicaments.,Seringa médica vazia. Os jogadores podem usá-la para injetar medicamentos.,Seringue médicale vide. Peut être utilisé pour injecter des médicaments.,,,,,,,,,,,,
syb_syringe_dirty_desc,"Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante.","Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante.","Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante.","Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante.","Грязный медицинский шприц. Перед исолзованием его необходимо дезинфировать с помощщю сю пи и ки с помощю с пи. ""","Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante.","Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante.","Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante.","Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante.","Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante. ","Seringa médica suja. Antes de usar, deve ser desinfetado com álcool ou água fervente.","Seringue médicale sale. Avant utilisation, elle doit être désinfectée avec de l'alcool ou de l'eau bouillante.",,,,,,,,,,,,,
syb_syringe_fill_action,Remplir la seringue,Remplir la seringue,Remplir la seringue,Remplir la seringue,Наполнить шприц,Remplir la seringue,Remplir la seringue,Remplir la seringue,Remplir la seringue,Remplir la seringue,Remplir la seringue,Remplir la seringue,Encher une seringa,Remplir la seringue,,,,,,,,,,,
syb_syringe_clear_action,Désinfecter la seringue,Désinfecter la seringue,Désinfecter la seringue,Désinfecter la seringue,Дезинфицировать шприц,Désinfecter la seringue,Désinfecter la seringue,Désinfecter la seringue,Désinfecter la seringue,Désinfecter la seringue,Désinfecter la seringue,Désinfecter la seringue,Désinfecter une seringa,désinfecter la seringue,,,,,,,,,,,
syb_syringe_empty_action,Vider la seringue,Vider la seringue,Vider la seringue,Vider la seringue,Опустошить шприц,Vider la seringue,Vider la seringue,Vider la seringue,Vider la seringue,Vider la seringue,Vider la seringue,Vider la seringue,Esvaziar une seringa,vider la seringue,,,,,,,,,,,
syb_syringe_use_action,Injecter le contenu,Injecter le contenu,Injecter le contenu,Injecter le contenu,Вколоть содержимое,Injecter le contenu,Injecter le contenu,Injecter le contenu,Injecter le contenu,Injecter le contenu,Injecter le contenu,Injecter le contenu,Injecter o conteúdo,Injecter le contenu,,,,,,,,,,,
syb_injector_base_desc,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable. Использовался военными для быстрого ввода активного вещества в организм. Injecteur jetable médical. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injecteur médical jetable. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,Injector descartável médico. Foi usado pelos militares para introduzir rapidamente uma substância ativa no corpo. Parece que este ainda é utilizável.,Injecteur jetable médical. Il était utilisé par les militaires pour introduire rapidement une substance active dans l'organisme. Il semble que celui-ci soit encore utilisable.,,,,,,,,,,,,,
syb_promedol_name,Promedol,Promedol,Promedol,Promedol,Промедол,Promedol,Promedol,Promedol,Promedol,Promedol,Promedol,Promedol,Promedol,Promedol,,,,,,,,,,,
syb_adrenaline_name,Adrénaline,Adrénaline,Adrénaline,Adrénaline,Адреналин,Adrénaline,Adrénaline,Adrénaline,Adrénaline,Adrénaline,Adrénaline,Adrénaline,Adrénaline,Adrénaline,,,,,,,,,,,
syb_tetracycline_name,Tétracycline,Tétracycline,Tétracycline,Tétracycline,Тетрациклин,Tétracycline,Tétracycline,Tétracycline,Tétracycline,Tétracycline,Tétracycline,Tétracycline,Tétracycline,Tétracycline,,,,,,,,,,,
syb_charcoal_name,Charbon actif,Charbon actif,Charbon actif,Charbon actif,Активированный уголь,Charbon actif,Charbon actif,Charbon actif,Charbon actif,Charbon actif,Charbon actif,Charbon actif,Charbon actif,Charbon actif,,,,,,,,,,,
syb_alcohol_name,Alcool,Alcool,Alcool,Alcool,Спирт,Alcool,Alcool,Alcool,Alcool,Alcool,Alcool,Alcool,Alcool,Alcool,,,,,,,,,,,
syb_hemostatic_bandage_name,Bandage hémostatique,Bandage hémostatique,Bandage hémostatique,Bandage hémostatique,Bandage hémostatique,Bandage hémostatique,Bandage hémostatique,Bandage hémostatique,Bandage hémostatique,Bandage hémostatique,Bandage hémostatique,,,,,,,,,,,,,,
syb_hemostatic_bandage_desc,"Bandage à base de chitosane. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, de coupures, de fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosane. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, de coupures, de fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosan. Peut être utilisé pour arrêter le saignement en cas de blessures par balle, coupures, fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosan. . It can be used to stop bleeding in case of bullet wounds, cuts, open fractures with rupture of blood arteries.","Бинт изготовленный на основе Хитозана. Может применяться для остановки кровотечения при пулевых ранениях, порезах, открытых переломах с разрывом кровеносных артерий .","Bandage à base de chitosan. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, coupures, fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosan. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, coupures, fractures ouvertes avec rupture artères sanguines.","Bandage à base de chitosane. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, coupures, fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosane. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, coupures, fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosane. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, coupures, fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosane. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, coupures, fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosane. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, coupures, fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosane. Les joueurs peuvent l'utiliser pour arrêter le saignement en cas de blessures par balle, de coupures ou de fractures ouvertes avec rupture des artères sanguines.","Bandage à base de chitosane. Il peut être utilisé pour arrêter le saignement en cas de blessures par balle, de coupures, de fractures ouvertes avec rupture des artères sanguines.",,,,,,,,,,,
syb_surgical_kit_once_name,Kit chirurgical,Kit chirurgical,Kit chirurgical,Kit chirurgical,Kit chirurgical,Kit chirurgical,Kit chirurgical,Kit chirurgical,Kit chirurgical,Kit chirurgical,Kit chirurgical,Kit Cirúrgico,Kit chirurgical,,,,,,,,,,,,
syb_surgical_kit_once_desc,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,Kit chirurgical stérile. Convient pour les soins médicaux d'urgence sur le terrain. Kit de chirurgie stérile.,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,Kit chirurgical stérile. Convient pour les soins médicaux d'urgence sur le terrain.,Kit cirúrgico estéril. Adequado para atendimento médico de emergência no campo.,Kit chirurgical stérile. Convient aux soins médicaux d'urgence sur le terrain.,,,,,,,,,,,,
syb_med_patch_name,Plâtre adhésif bactéricide,Plâtre adhésif bactéricide,Plâtre adhésif bactéricide,Plâtre adhésif bactéricide,Plâtre adhésif bactéricide,Plâtre adhésif bactéricide,Plâtre adhésif bactéricide,Plâtre adhésif bactéricide adesivo bactericida,Enduit adhésif bactéricide,,,,,,,,,,,,,,,,
syb_med_patch_desc,Un pansement composé de quatre couches de gaze imbibées d'une solution antiseptique. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,Un pansement composé de quatre couches de gaze imbibées d'une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,Un pansement composé de quatre couches de gaze imbibées d'une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,Un pansement composé de quatre couches de gaze imbibées d'une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Used on scratches to stop minor bleeding.,"Пластырь состоящей из четырех слоев марли, пропитанной раствором антисептиков. С липкой стороны имеется защитное покрытие. Используется при царапинах для остановки слабого кровотечения.",A plaster consisting of four layers of gauze soaked in a solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,Un pansement composé de quatre couches de gaze imbibées d'une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,Un pansement composé de quatre couches de gaze imbibées d'une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,Un pansement composé de quatre couches de gaze imbibées d'une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,Un pansement composé de quatre couches de gaze imbibées d'une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,Un pansement composé de quatre couches de gaze imbibées d'une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,Un pansement composé de quatre couches de gaze imbibées d'une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs. Há um revestimento protetor no lado adesivo. Usado em arranhões para parar pequenos sangramentos.,Un pansement composé de quatre couches de gaze trempées dans une solution d'antiseptiques. Il y a un revêtement protecteur sur le côté collant. Utilisé sur les égratignures pour arrêter les saignements mineurs.,,,,,,,,,,,,
syb_action_surg,Opérer,Opérer,Faire fonctionner,Faire fonctionner,Оперировать,Faire fonctionner,Faire fonctionner,Faire fonctionner,Faire fonctionner,Faire fonctionner,Faire fonctionner,Faire fonctionner,Faire fonctionner,Faire fonctionner,,,,,,,,,,,
syb_cytramon_name,Citramon,Citramon,Citramon,Citramon,Цитрамон,Citramon,Citramon,Citramon,Citramon,Citramon,Citramon,Citramon,Citramon,Citramon,,,,,,,,,,,
syb_paracetamol_name,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Парацетамол,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,,,,,,,,,,,
syb_ibuprofène_name,Ibuprofène,Ibuprofène,Ibuprofène,Ibuprofène,Ибупрофен,Ibuprofène,Ibuprofène,Ibuprofène,Ibuprofène,Ibuprofène,Ibuprofène,Ibuprofène,Ibuprofène,Ibuprofène,,,,,,,,,,,
syb_nurofen_name,Nurofen,Nurofen,Nurofen,Nurofen,Нурофен,Nurofen,Nurofen,Nurofen,Nurofen,Nurofen,Nurofen,Nurofen,Nurofen,Nurofen,,,,,,,,,,,
syb_naiz_name,Nise,Nise,Nise,Nise,Найз,Nise,Nise,Nise,Nise,Nise,Nise,Nise,Nise,Nise,,,,,,,,,,,
syb_propofol_name,Propofol,Propofol,Propofol,Propofol,Пропофол,Propofol,Propofol,Propofol,Propofol,Propofol,Propofol,Propofol,Propofol,Propofol,,,,,,,,,,,
syb_tiopental_name,Thiopental,Thiopental,Thiopental,Thiopental,Тиопентал,Thiopental,Thiopental,Thiopental,Thiopental,Thiopental,Thiopental,Thiopental,Thiopental,Thiopental,,,,,,,,,,,
syb_ketamin_name,Kétamine,Kétamine,Kétamine,Kétamine,Кетамин,Kétamine,Kétamine,Kétamine,Kétamine,Kétamine,Kétamine,Kétamine,Kétamine,Kétamine,,,,,,,,,,,
syb_irineks_name,Irinex,Irinex,Irinex,Irinex,Иринэкс,Irinex,Irinex,Irinex,Irinex,Irinex,Irinex,Irinex,Irinex,Irinex,,,,,,,,,,,
syb_nimesulid_name,Nimésulide,nimésulide,nimésulide,nimésulide,Нимесулид,nimésulide,nimésulide,nimésulide,nimésulide,nimésulide,nimésulide,nimésulide,nimésulide,nimésulide,,,,,,,,,,,
syb_ketoprofen_name,Kétoprofène,Kétoprofène,Kétoprofène,Kétoprofène,Кетопрофен,Kétoprofène,Kétoprofène,Kétoprofène,Kétoprofène,Kétoprofène,Kétoprofène,Kétoprofène,Kétoprofène,Kétoprofène,,,,,,,,,,,
syb_zvirus_antidot_name,Antidote au Zivirol,antidote au zivirol,antidote au zivirol,antidote au zivirol,,,,,,,,,,,,,,,,,,,,,
syb_topoizomeraza_name,Topoisomérase I,Topoisomérase I,Topoisomérase I,Topoisomérase I,Топоизомераза I,Topoisomérase I,Topoisomérase I,Topoisomérase I,Topoisomérase I,Topoisomérase I,Topoisomérase I,Topoisomérase I,Topoisomérase I,Topoisomérase I,,,,,,,,,,,
syb_meksidol_name,Mexidol,Mexidol,Mexidol,Mexidol,Мексидол,Mexidol,Mexidol,Mexidol,Mexidol,Mexidol,Mexidol,Mexidol,Mexidol,Mexidol,,,,,,,,,,,
syb_peklitakcel_name,Paclitaxel-Ebeve,Paclitaxel-Ebeve,Paclitaxel-Ebeve,Paclitaxel-Ebeve,Паклитаксел-Эбеве,Paclitaxel-Ebeve,Paclitaxel-Ebeve,Paclitaxel-Ebeve,Paclitaxel-Ebeve,Paclitaxel-Ebeve,Paclitaxel-Ebeve,Paclitaxel-Ebeve,Paclitaxel-Ebeve Paclitaxel-Ebève,Paclitaxel-Ebève,,,,,,,,,,,
syb_nonacog_alpha_name,Nonakog Alpha,Nonakog Alpha,Nonakog Alpha,Nonakog Alpha,Но наког Аль фа,Nonakog Alpha,Nonakog Alpha,Nonakog Alpha,Nonakog Alpha,Nonakog Alpha,Nonakog Alpha,Nonakog Alpha,Nonakog Alpha,Nonakog Alpha,,,,,,,,,,,
syb_perftoran_name,Perftoran,Perftoran,Perftoran,Perftoran,Перфторан,Perftoran,Perftoran,Perftoran,Perftoran,Perftoran,Perftoran,Perftoran,Perftoran,Perftoran,,,,,,,,,,,
syb_amoksiklav_name,Amoxiclav,Amoxiclav,Amoxiclav,Amoxiclav,Амоксиклав,Amoxiclav,Amoxiclav,Amoxiclav,Amoxiclav,Amoxiclav,Amoxiclav,Amoxiclav,Amoxiclav,Amoxiclav,,,,,,,,,,,
syb_ampicilin_name,Ampicilline,Ampicilline,Ampicilline,Ampicilline,Ампициллин,Ampicilline,Ampicilline,Ampicilline,Ampicilline,Ampicilline,Ampicilline,Ampicilline,Ampicilline,Ampicilline,,,,,,,,,,,
syb_piperacyclin_name,Piperacillin,Piperacillin,Piperacillin,Piperacillin,Пиперациллин,Piperacillin,Piperacillin,Piperacillin,Piperacillin,Piperacillin,Piperacillin,Piperacillin,Piperacillin,Piperacillin,,,,,,,,,,,
syb_trihopol_name,Trichopoli,Trichopoli,Trichopoli,Trichopoli,Трихопол,Trichopoli,Trichopoli,Trichopoli,Trichopoli,Trichopoli,Trichopoli,Trichopoli,Trichopoli,Trichopoli,,,,,,,,,,,
syb_cyprolet_name,Tsiprolet,Tsiprolet,Tsiprolet,Tsiprolet,Ципролет,Tsiprolet,Tsiprolet,Tsiprolet,Tsiprolet,Tsiprolet,Tsiprolet,Tsiprolet,Tsiprolet,Tsiprolet,,,,,,,,,,,
syb_amoksivan_name,Amoxivan,Amoxivan,Amoxivan,Amoxivan,Амоксиван,Amoxivan,Amoxivan,Amoxivan,Amoxivan,Amoxivan,Amoxivan,Amoxivan,Amoxivan,Amoxivan,,,,,,,,,,,
syb_amibaktam_name,Amibactam,Amibactam,Amibactam,Amibactam,Амибактам,Amibactam,Amibactam,Amibactam,Amibactam,Amibactam,Amibactam,Amibactam,Amibactam,Amibactam,,,,,,,,,,,
syb_aertal_name,Aertal,Aertal,Aertal,Aertal,Аэртал,Aertal,Aertal,Aertal,Aertal,Aertal,Aertal,Aertal,Aertal,Aertal,,,,,,,,,,,
syb_nimesil_name,Nimesil,Nimesil,Nimesil,Nimesil,Нимесил,Nimesil,Nimesil,Nimesil,Nimesil,Nimesil,Nimesil,Nimesil,Nimesil,Nimesil,,,,,,,,,,,
syb_pentalgin_name,Pentalgin,Pentalgin,Pentalgin,Pentalgin,Пенталгин,Pentalgin,Pentalgin,Pentalgin,Pentalgin,Pentalgin,Pentalgin,Pentalgin,Pentalgin,Pentalgin,,,,,,,,,,,
syb_movalis_name,Movalis,Movalis,Movalis,Movalis,Мовалис,Movalis,Movalis,Movalis,Movalis,Movalis,Movalis,Movalis,Movalis,Movalis,,,,,,,,,,,
syb_mezim_forte_name,Mezim forte,Mezim forte,Mezim forte,Mezim forte,Мезим форте,Mezim forte,Mezim forte,Mezim forte,Mezim forte,Mezim forte,Mezim forte,Mezim forte,Mezim forte,Mezim forte,,,,,,,,,,,
syb_zerukal_name,Cerucal,Cerucal,Cerucal,Cerucal,Церукал,Cerucal,Cerucal,Cerucal,Cerucal,Cerucal,Cerucal,Cerucal,Cerucal,Cerucal,,,,,,,,,,,
syb_nifuroksazid_name,Nifuroxazide,Nifuroxazide,Nifuroxazide,Nifuroxazide,Нифуроксазид,Nifuroxazide,Nifuroxazide,Nifuroxazide,Nifuroxazide,Nifuroxazide,Nifuroxazide,Nifuroxazide,Nifuroxazide,Nifuroxazide,,,,,,,,,,,
syb_polisorb_name,Polysorb,Polysorb,Polysorb,Polysorb,Полисорб,Polysorb,Polysorb,Polysorb,Polysorb,Polysorb,Polysorb,Polysorb,Polysorb,Polysorb,,,,,,,,,,,
syb_karbopekt_name,Carbopect,Carbopect,Carbopect,Carbopect,Карбопект,Carbopect,Carbopect,Carbopect,Carbopect,Carbopect,Carbopect,Carbopect,Carbopect,Carbopect,,,,,,,,,,,
syb_enterofuril_name,Enterofuril,Enterofuril,Enterofuril,Enterofuril,Энтерофурил,Enterofuril,Enterofuril,Enterofuril,Enterofuril,Enterofuril,Enterofuril,Enterofuril,Enterofuril,Enterofuril,,,,,,,,,,,
syb_ersefuril_name,Ersefuril,Ersefuril,Ersefuril,Ersefuril,Эрсефурил,Ersefuril,Ersefuril,Ersefuril,Ersefuril,Ersefuril,Ersefuril,Ersefuril,Ersefuril,Ersefuril,,,,,,,,,,,
syb_salofalk_name,Salofalk,Salofalk,Salofalk,Salofalk,Салофальк,Salofalk,Salofalk,Salofalk,Salofalk,Salofalk,Salofalk,Salofalk,Salofalk,Salofalk,,,,,,,,,,,
syb_ftalazol_name,Phthalazole,Phthalazole,Phthalazole,Phthalazole,Фталазол,Phthalazole,Phthalazole,Phthalazole,Phthalazole,Phthalazole,Phthalazole,Phthalazole,Phthalazole,Phthalazole,,,,,,,,,,,
syb_mesalazine_name,Mesalazine,Mesalazine,Mesalazine,Mesalazine,Месалазин,Mesalazine,Mesalazine,Mesalazine,Mesalazine,Mesalazine,Mesalazine,Mesalazine,Mesalazine,Mesalazine,,,,,,,,,,,
syb_noopept_name,Noopept,Noopept,Noopept,Noopept,Ноопепт,Noopept,Noopept,Noopept,Noopept,Noopept,Noopept,Noopept,Noopept,Noopept,,,,,,,,,,,
syb_vikasol_name,Vikasol,Vikasol,Vikasol,Vikasol,Викасол,Vikasol,Vikasol,Vikasol,Vikasol,Vikasol,Vikasol,Vikasol,Vikasol,Vikasol,,,,,,,,,,,
syb_dycinon_name,Dicinon,Dicinon,Dicinon,Dicinon,Дицинон,Dicinon,Dicinon,Dicinon,Dicinon,Dicinon,Dicinon,Dicinon,Dicinon,Dicinon,,,,,,,,,,,
syb_irovit_name,Irovit,Irovit,Irovit,Irovit,Ировит,Irovit,Irovit,Irovit,Irovit,Irovit,Irovit,Irovit,Irovit,Irovit,,,,,,,,,,,
syb_tardiferon_name,Tardiferon,Tardiferon,Tardiferon,Tardiferon,Тардиферон,Tardiferon,Tardiferon,Tardiferon,Tardiferon,Tardiferon,Tardiferon,Tardiferon,Tardiferon,Tardiferon,,,,,,,,,,,
syb_heferol_name,Heferol,Heferol,Heferol,Heferol,Хеферол,Heferol,Heferol,Heferol,Heferol,Heferol,Heferol,Heferol,Heferol,Heferol,,,,,,,,,,,
syb_surbifer_durulis_name,Sorbifer Durules,Sorbifer Durules,Sorbifer Durules,Sorbifer Durules,Сорбифер Дурулес,Sorbifer Durules,Sorbifer Durules,Sorbifer Durules,Sorbifer Durules,Sorbifer Durules,Sorbifer Durules,Sorbifer Durules,Sorbifer Durules,,,,,,,,,,,,
syb_dihlofos_name,Dichlorvos,Dichlorvos,Dichlorvos,Dichlorvos,Дихлофос,Dichlorvos,Dichlorvos,Dichlorvos,Dichlorvos,Dichlorvos,Dichlorvos,Dichlorvos,Dichlorvos,Dichlorvos,,,,,,,,,,,
syb_cypermetrin_name,Cypermethrin,Cypermethrin,Cypermethrin,Cypermethrin,Циперметрин,Cypermethrin,Cypermethrin,Cypermethrin,Cypermethrin,Cypermethrin,Cypermethrin,Cypermethrin,Cypermethrin,Cypermethrin,,,,,,,,,,,
syb_diazinon_name,Diazinon,Diazinon,Diazinon,Diazinon,Диазинон,Diazinon,Diazinon,Diazinon,Diazinon,Diazinon,Diazinon,Diazinon,Diazinon,Diazinon,,,,,,,,,,,
syb_arsenic_name,Arsenic,Arsenic,Arsenic,Arsenic,Мышьяк,Arsenic,Arsenic,Arsenic,Arsenic,Arsenic,Arsenic,Arsenic,Arsenic,Arsenic,,,,,,,,,,,
syb_propanidid_name,Propanidid,Propanidid,Propanidid,Propanidid,Пропанидид,Propanidid,Propanidid,Propanidid,Propanidid,Propanidid,Propanidid,Propanidid,Propanidid,Propanidid,,,,,,,,,,,
syb_gexobarbital_name,Hexobarbital,Hexobarbital,Hexobarbital,Hexobarbital,Гексобарбитал,Hexobarbital,Hexobarbital,Hexobarbital,Hexobarbital,Hexobarbital,Hexobarbital,Hexobarbital,Hexobarbital,Hexobarbital,,,,,,,,,,,
syb_sodium_oxybutirate_name,oxybate de sodium,oxybate de sodium,oxybate de sodium,oxybate de sodium,,,,,,,,,,,,,,,,,,,,,
syb_metoclopramid_name,Métoclopramide,Métoclopramide,Métoclopramide,Métoclopramide,Метоклопрамид,Métoclopramide,Métoclopramide,Métoclopramide,Métoclopramide,Métoclopramide,Métoclopramide,Métoclopramide,Métoclopramide,Métoclopramide,,,,,,,,,,,
syb_ketorol_name,Kétorol,Kétorol,Kétorol,Kétorol,Кеторол,Kétorol,Kétorol,Kétorol,Kétorol,Kétorol,Kétorol,Kétorol,Kétorol,Kétorol,,,,,,,,,,,
syb_diklofenak_name,Diclofénac,Diclofénac,Diclofénac,Diclofénac,Диклофенак,Diclofénac,Diclofénac,Diclofénac,Diclofénac,Diclofénac,Diclofénac,Diclofénac,Diclofénac,Diclofénac,,,,,,,,,,,
syb_heptral_name,Heptral,Heptral,Heptral,Heptral,Гептрал,Heptral,Heptral,Heptral,Heptral,Heptral,Heptral,Heptral,Heptral,Heptral,,,,,,,,,,,
syb_cylaspen_name,Cilaspen,Cilaspen,Cilaspen,Cilaspen,Циласпен,Cilaspen,Cilaspen,Cilaspen,Cilaspen,Cilaspen,Cilaspen,Cilaspen,Cilaspen,Cilaspen,,,,,,,,,,,
syb_grimipenem_name,Grimipénème,Grimipénème,Grimipénème,Grimipénème,Гримипенем,Grimipénème,Grimipénème,Grimipénème,Grimipénème,Grimipénème,Grimipénème,Grimipénème,Grimipénème,Grimipénème,,,,,,,,,,,
syb_zeftriaxon_name,Ceftriaxone,Ceftriaxone,Ceftriaxone,Ceftriaxone,Цефтриаксон,Ceftriaxone,Ceftriaxone,Ceftriaxone,Ceftriaxone,Ceftriaxone,Ceftriaxone,Ceftriaxone,Ceftriaxone,Ceftriaxone,,,,,,,,,,,
syb_erytromicyn_name,Erythromycine,Erythromycine,Erythromycine,Erythromycine,Эритромицин,Erythromycine,Erythromycine,Erythromycine,Erythromycine,Erythromycine,Erythromycine,Erythromycine,Erythromycine,Erythromycine,,,,,,,,,,,
syb_flemoclav_name,Flemoklav,Flemoklav,Flemoklav,Flemoklav,Флемоклав,Flemoklav,Flemoklav,Flemoklav,Flemoklav,Flemoklav,Flemoklav,Flemoklav,Flemoklav,Flemoklav,,,,,,,,,,,
syb_ocsacylin_name,Oxacilline,Oxacilline,Oxacilline,Oxacilline,Оксациллин,Oxacilline,Oxacilline,Oxacilline,Oxacilline,Oxacilline,Oxacilline,Oxacilline,Oxacilline,Oxacilline,,,,,,,,,,,
syb_imipenem_name,Imipenem,Imipenem,Imipenem,Imipenem,Имипенем,Imipenem,Imipenem,Imipenem,Imipenem,Imipenem,Imipenem,Imipenem,Imipenem,Imipenem,,,,,,,,,,,
syb_actovegin_name,Actovegin,Actovegin,Actovegin,Actovegin,Актовегин,Actovegin,Actovegin,Actovegin,Actovegin,Actovegin,Actovegin,Actovegin,Actovegin,Actovegin,,,,,,,,,,,
syb_neiroks_name,Neurox,Neurox,Neurox,Neurox,Нейрокс,Neurox,Neurox,Neurox,Neurox,Neurox,Neurox,Neurox,Neurox,Neurox,,,,,,,,,,,
syb_aminokapsulfat_name,Acide aminocaproïque,Acide aminocaproïque,Acide aminocaproïque,Acide aminocaproïque,Acide aminocaproïque,Acide aminocaproïque,Acide aminocaproïque,Acide aminocaproïque,Acide aminocaproïque,Acide aminocaproïque,,,,,,,,,,,,,,,
